,SID31004,SID31009,SID31021,SID31030,SID31071,SID31112,SID31129,SID31137,SID31159,SID31160,SID31188,SID31219,SID31223,SID31233,SID31236,SID31237,SID31256,SID31267,SID31275,SID31276,SID31282,SID31285,SID31300,SID31328,SID31333,SID31337,SID31343,SID31360,SID31367,SID31379,SID31398,SID31416,SID31424,SID31428,SID31431,SID31446,SID31449,SID31450,SID31452,SID31455,SID31477,SID31489,SID31493,SID31501,SID31512,SID31519,SID31537,SID31549,SID31557,SID31582,SID31637,SID31685,SID31700,SID31705,SID31711,SID31714,SID31723,SID31749,SID31750,SID31766,SID31865,SID31866,SID31868,SID31870,SID31871,SID31872,SID31873,SID31874,SID31875,SID31876,SID31877,SID31878,SID31879,SID31880,SID31881,SID31883,SID31884,SID530002,SID530018,SID530026,SID530028,SID530039,SID530041,SID530050,SID530052,SID530054,SID530055,SID530074,SID530075,SID530119,SID530142,SID530154,SID530163,SID530167,SID530168,SID530172,SID530177,SID530185,SID530215,SID530227,SID530251,SID530258,SID530262,SID530295,SID530297,SID530315,SID530323,SID530331,SID530348,SID530364,SID530368,SID530373,SID530394,SID530398,SID530403,SID530444,SID530450,SID530451,SID530558,SID530600,SID530623,SID530697,SID530705,SID530743,SID530756,SID530840,SID530867,SID530890,SID531128,SID531155,SID531248,SID531274,SID531277,SID531281,SID531333,SID531352,SID531361,SID531382,SID531403,SID531414,SID531416,SID531424,SID531469,SID531663,SID531766,SID531775,SID532305,SID532749,SID532779,SID532796,SID532802,SID532826,SID532832,SID532915
UniRef90_A0A173X317,5.02817e-05,1.15229e-05,2.36466e-05,1.52465e-05,3.3739e-05,3.15902e-06,0.000131075,0.000183362,2.88906e-05,2.79138e-05,9.27183e-07,3.02767e-05,3.06674e-06,5.91681e-05,1.21604e-05,3.72155e-05,7.73023e-05,1.19618e-05,2.03672e-06,1.33124e-05,5.49658e-05,7.48417e-06,7.17724e-06,5.59232e-06,1.18307e-05,0.000412367,9.38592e-06,2.51372e-05,4.09912e-05,3.13702e-05,7.08236e-05,0.000396019,5.53013e-05,9.95474e-05,4.05186e-06,5.19268e-05,1.31673e-05,3.4434e-05,1.75822e-05,6.28117e-06,2.10099e-05,4.93378e-06,1.2385e-05,0.000268102,6.19764e-05,5.02645e-06,1.6298e-05,3.1668e-05,0.0001189,2.48247e-05,6.58095e-05,0,4.79388e-06,1.38351e-06,0.000263899,0.000118939,5.57997e-06,2.94351e-05,8.77707e-06,5.92868e-05,0.00025584,5.38577e-06,2.14594e-05,5.30358e-05,5.20865e-05,3.49197e-05,1.02816e-06,7.79026e-07,1.70679e-05,5.84876e-06,1.88752e-05,6.25328e-06,2.91234e-06,9.19945e-06,2.40993e-06,2.77558e-05,4.81306e-06,0.000134094,1.45998e-05,1.29284e-05,8.12584e-05,0.000206026,7.63504e-07,9.46489e-06,4.31707e-05,3.65555e-06,8.41015e-06,0.000139608,1.61271e-05,0.000104703,2.15285e-05,0.000165738,0.000300361,5.37098e-06,4.2705e-05,0.000175411,4.21986e-05,3.70071e-06,4.4102e-06,6.27468e-05,0.000179199,3.55408e-05,3.14096e-05,1.68921e-06,1.87627e-05,8.02453e-05,1.37083e-05,1.48074e-05,5.15832e-05,0.000158228,8.94926e-05,7.49768e-06,8.92461e-06,8.1734e-05,0.000129723,6.20867e-05,9.37227e-05,3.24296e-05,4.43357e-05,8.8372e-07,1.48736e-05,9.6448e-05,8.98527e-05,1.97396e-05,2.23497e-05,1.75159e-06,3.85141e-06,5.21047e-06,5.65752e-06,3.36544e-05,2.48214e-06,2.53021e-07,3.61755e-06,5.73009e-06,9.13834e-05,7.91022e-06,2.51699e-06,4.57898e-07,0,3.99507e-05,5.44058e-05,1.41447e-07,2.57148e-05,1.21183e-05,1.42119e-06,1.72688e-05,5.14097e-06,6.66578e-05,3.01591e-06,8.69613e-06,3.24104e-06,0.000107816,4.38726e-06,4.06339e-06
UniRef90_D4KN84,4.36737e-05,1.31039e-05,4.91589e-05,2.20571e-05,5.59945e-05,5.69367e-05,6.10102e-05,0.000275153,3.89402e-05,6.73714e-06,4.61685e-06,2.92572e-05,2.80481e-06,3.91001e-05,4.74196e-05,6.35115e-05,4.48739e-05,1.94575e-05,1.50434e-05,4.57067e-05,0.000100503,1.21867e-05,2.55419e-05,2.78134e-05,3.59678e-05,0.000130633,9.33275e-06,6.71999e-05,1.78344e-05,1.81336e-05,6.8698e-05,0.000110669,6.46629e-05,5.38058e-05,5.58898e-05,5.34e-05,6.63837e-05,5.57508e-05,6.72736e-05,2.13166e-05,5.1901e-05,2.51155e-05,3.52656e-05,0.000161829,4.00424e-05,9.96542e-05,7.189e-05,2.07038e-06,7.05397e-05,3.66591e-05,0.000200494,8.99841e-06,4.20032e-06,2.3021e-05,0.000243468,1.51663e-05,0.000105335,5.52408e-05,1.37703e-05,3.59379e-05,0.000121826,2.42407e-05,3.72493e-05,3.17231e-05,3.92414e-05,2.49733e-05,1.45398e-05,9.9588e-06,2.01323e-05,9.94356e-06,2.84448e-05,2.43934e-05,9.99507e-06,2.02373e-05,1.89468e-05,1.55726e-05,1.87046e-05,0.000138727,0.000158279,8.00363e-06,4.98624e-05,0.000145251,2.50416e-05,1.76509e-05,0.000125317,2.13472e-05,1.00588e-05,9.0102e-05,1.08484e-05,1.6506e-05,3.25604e-05,0.000155058,5.22546e-05,4.40463e-05,0.000101448,6.65662e-05,7.12227e-05,8.74853e-06,6.04849e-05,3.04039e-05,0.000115236,3.60569e-05,2.62901e-05,5.63136e-06,4.58431e-05,4.5561e-05,3.93318e-05,3.02095e-05,8.91343e-05,0.000108273,6.97534e-05,2.86998e-05,1.56375e-05,3.66895e-05,6.78183e-05,3.07453e-05,4.17065e-05,8.0166e-06,0.000119149,2.84926e-06,1.30452e-05,4.01447e-05,7.31002e-05,1.90173e-05,6.48309e-05,1.06558e-05,8.52987e-06,4.36374e-05,1.66292e-05,3.21748e-05,1.74226e-05,3.43506e-07,2.97975e-05,1.83942e-05,5.38914e-05,5.22752e-05,2.82401e-05,1.20091e-06,1.26329e-05,4.99771e-05,0.00010616,8.87754e-06,5.96206e-05,2.56661e-05,5.62728e-06,7.20703e-05,2.09635e-05,2.86886e-05,1.09078e-05,8.41824e-06,7.62528e-06,6.38129e-05,4.94258e-05,1.78447e-05
UniRef90_A6BF00,7.17768e-05,8.22755e-05,4.75097e-05,4.20003e-05,4.43376e-05,0,9.17116e-05,6.09962e-05,0.000148858,6.0954e-05,8.71879e-05,6.15477e-05,9.78667e-07,8.76869e-05,1.37658e-06,0.000204034,0.000143082,7.25809e-05,2.42607e-06,4.12294e-05,7.69184e-05,2.58807e-05,2.70202e-05,2.30091e-05,9.41713e-05,2.25787e-05,2.63436e-05,2.18407e-05,7.08988e-05,0.00010915,0.000136569,0.000266525,0.000133419,0.000164498,3.39183e-05,6.14659e-05,1.0726e-05,0,1.89467e-05,4.78896e-05,3.69458e-05,9.46275e-05,0.000150524,1.36993e-06,0.000174015,2.18531e-05,1.34957e-05,0.000139072,1.19421e-05,8.51228e-05,4.56111e-05,3.21171e-05,7.40918e-05,2.84628e-06,9.42387e-05,0.000141929,3.61963e-05,2.22263e-05,3.77685e-05,8.34354e-05,0,5.04466e-05,3.2221e-05,3.09571e-05,3.51266e-05,2.69962e-05,2.95601e-05,9.51588e-06,4.09498e-05,1.13129e-05,1.57884e-06,1.09816e-05,3.3299e-05,1.87546e-05,9.7895e-06,1.87881e-05,1.61446e-05,7.9152e-05,0.000132365,0.000100121,1.78178e-05,1.80966e-05,1.39687e-05,5.84168e-05,4.38592e-05,4.48359e-05,2.80779e-05,6.42897e-05,5.92959e-05,5.47223e-05,3.89177e-05,6.72174e-06,1.88452e-05,8.64806e-06,4.03748e-06,0.000113812,1.87094e-05,2.2054e-05,6.81334e-05,7.98899e-05,0,4.07841e-05,8.42622e-05,2.53539e-06,2.26889e-05,2.63367e-05,4.50096e-05,2.05985e-05,3.09318e-05,5.24308e-05,6.83943e-05,1.44752e-06,3.27122e-05,4.25794e-05,0.000143334,0.000182748,2.11527e-07,3.60495e-05,2.7237e-07,5.42249e-06,1.03579e-05,1.9724e-05,1.85507e-05,1.02389e-05,0,6.59986e-06,6.83495e-06,5.45857e-05,1.19576e-05,4.44509e-05,1.16292e-05,4.88923e-08,7.97855e-05,8.95067e-05,0.00027709,8.94694e-06,5.09773e-06,1.5892e-06,1.07905e-07,4.70225e-05,3.12329e-05,1.31858e-06,6.30189e-06,2.90932e-05,4.06402e-06,1.96056e-05,4.93028e-06,6.50613e-06,3.70749e-06,2.1162e-05,2.2936e-05,4.09911e-07,2.19579e-05,2.97309e-05
UniRef90_J7TNS4,0.000190486,0.000143077,5.26532e-05,2.72312e-05,3.84716e-05,0.000152913,9.5458e-05,6.11373e-05,1.54791e-05,5.28206e-05,4.11483e-05,4.36173e-05,1.14115e-06,0.000181665,3.04684e-05,3.51838e-05,4.69335e-05,4.89284e-05,2.8385e-05,2.60688e-05,1.93316e-05,2.13832e-05,5.54815e-05,7.63347e-05,7.20535e-05,1.66066e-06,6.86601e-07,2.56277e-05,2.88813e-05,0.000209122,0.000129923,2.63839e-05,7.72394e-05,2.62676e-05,3.29729e-05,2.21759e-05,3.28928e-05,1.86422e-06,2.10456e-05,4.65143e-05,8.07049e-05,0.000108686,1.71175e-05,3.44325e-05,3.08158e-05,3.42077e-05,0.000138271,8.90309e-05,0.000202862,0.000101497,2.35952e-05,3.14542e-07,8.58388e-05,5.72148e-05,3.84968e-05,3.75477e-05,8.71063e-05,1.90232e-05,7.59467e-05,5.63782e-05,2.50903e-05,4.11179e-05,5.09098e-05,4.12077e-05,2.88331e-05,1.35684e-05,3.40491e-05,1.76071e-05,1.06978e-06,3.0117e-05,3.25125e-05,2.52089e-05,2.79119e-07,5.89107e-05,5.21476e-05,8.64467e-06,1.20557e-05,3.02555e-05,2.71243e-05,8.30412e-05,2.25734e-05,2.66257e-05,5.52956e-06,0.000159856,5.69638e-05,6.22174e-05,3.007e-06,5.96399e-05,1.64839e-05,5.61249e-05,5.67981e-05,0.000109484,0.000147237,3.8376e-05,2.93749e-05,6.91112e-05,4.28627e-05,4.01403e-05,4.94619e-05,1.86754e-07,5.78295e-05,6.34187e-05,3.97964e-05,7.75386e-05,5.18724e-05,5.78857e-05,5.67786e-05,1.47326e-05,5.81592e-05,2.28327e-05,8.34255e-05,3.90369e-05,1.89664e-05,2.44651e-05,4.24621e-05,7.07975e-05,3.3514e-05,0.000175087,2.22143e-05,4.04691e-07,2.65122e-05,3.80708e-05,7.31579e-05,3.20777e-05,2.30913e-06,3.25242e-05,5.88689e-05,4.07742e-05,3.09843e-05,0.000102724,3.20568e-05,1.11017e-05,3.04787e-05,0.00014305,1.2783e-05,9.55516e-06,1.82134e-05,0,2.24508e-07,7.57973e-06,1.22796e-05,1.24058e-05,5.91329e-05,0,2.46907e-07,2.49909e-05,6.14328e-06,2.33247e-05,2.70654e-06,1.21755e-05,4.98728e-05,4.85585e-05,2.68666e-05,1.71968e-05
UniRef90_A0A173UXL2,3.23001e-05,5.47561e-05,4.99927e-05,3.78329e-05,6.80162e-05,2.18057e-05,0.000113572,0.000123414,6.20091e-05,6.15494e-05,6.97384e-05,2.27985e-05,7.29764e-06,7.08234e-05,3.34839e-05,0.000118166,0.000108484,4.92413e-05,7.65914e-06,6.31461e-05,3.47121e-05,2.14184e-05,3.61554e-05,2.51264e-05,4.65853e-05,0.000166456,1.91302e-05,3.93384e-05,4.73636e-06,6.93773e-05,0.000126675,0.000185939,5.87848e-05,0.000122426,2.00754e-05,2.50641e-05,0.000111101,4.21772e-06,1.53019e-05,3.68011e-05,4.52742e-05,3.87183e-05,6.36803e-05,0.000122824,6.25736e-05,3.40321e-05,6.04841e-05,9.50195e-05,3.18926e-05,5.09585e-05,5.83219e-05,3.53163e-05,2.12045e-05,1.09896e-05,0.000184514,9.16837e-05,0.000143502,4.29922e-05,3.60967e-05,8.74837e-05,3.44025e-05,2.17405e-05,1.9351e-05,7.04338e-05,0.00010874,5.69123e-05,2.27317e-05,1.67802e-05,3.69417e-05,1.22632e-05,1.80098e-05,2.5429e-05,1.3893e-05,1.93945e-05,3.1406e-05,1.34513e-05,3.70746e-05,7.87673e-05,8.6972e-05,6.07044e-05,1.89523e-05,0.00011621,1.59431e-05,3.6045e-05,0.000116974,2.70034e-05,2.75887e-05,2.32786e-05,2.50842e-05,2.9388e-05,4.81506e-05,8.34236e-05,4.46519e-05,3.06822e-05,3.35344e-05,7.30136e-05,7.10653e-05,4.4726e-05,3.39556e-05,6.43973e-05,9.27834e-05,6.3361e-05,6.13672e-05,2.31321e-05,3.49729e-05,5.56799e-05,6.12302e-05,4.45007e-05,5.29567e-05,2.81344e-05,4.35679e-05,1.31501e-05,1.55156e-05,3.96315e-05,0.000119454,0.000116221,3.79017e-05,2.47664e-05,2.05668e-05,1.40844e-05,7.34293e-06,2.8985e-05,1.99823e-05,1.46789e-05,1.77108e-05,3.73118e-06,1.67301e-05,5.50332e-05,1.46384e-05,4.46204e-05,1.79455e-05,2.88773e-07,2.49948e-05,3.84742e-05,7.19133e-05,7.30941e-06,1.49241e-05,1.88428e-06,0,3.7274e-05,4.23982e-05,8.30538e-07,2.98343e-05,2.03291e-05,2.07266e-05,4.42173e-05,1.53127e-05,0.000103525,1.07049e-05,2.3049e-05,1.95917e-05,5.73451e-05,2.04542e-05,1.33962e-05
UniRef90_D4L1Y8,4.31394e-05,2.07945e-05,5.29271e-05,8.36951e-05,5.21439e-05,2.96031e-05,2.12226e-05,5.60133e-05,1.53821e-06,2.73448e-05,2.71575e-05,7.06019e-05,1.40061e-05,1.3359e-05,8.98316e-05,6.32609e-05,3.94507e-05,3.89327e-05,1.26103e-05,2.96122e-05,5.02933e-05,5.22625e-05,0.000109809,9.21791e-05,4.24301e-05,8.18303e-05,1.31314e-05,1.55788e-05,1.02972e-05,1.51152e-05,3.11679e-05,9.32854e-06,7.91255e-05,3.85564e-05,2.70675e-05,5.18824e-05,7.39413e-05,2.44327e-05,0.000121495,2.29091e-05,2.47523e-05,9.78277e-05,1.14284e-05,6.23323e-05,0.000103689,0.000163378,1.52924e-05,1.25233e-05,5.26604e-05,4.79091e-05,1.02416e-05,2.45296e-05,3.22447e-05,5.69775e-06,0.000104719,2.5204e-05,2.06591e-05,0.000106902,7.64683e-05,2.81902e-05,0.000103276,4.23303e-05,2.42251e-05,1.2539e-06,4.01866e-05,8.83044e-05,1.02447e-05,2.92831e-05,5.47663e-05,1.25377e-05,5.1059e-05,7.24566e-05,8.71741e-06,2.19444e-05,1.40194e-05,3.7705e-05,1.90569e-05,9.78456e-05,4.90177e-05,0.000119159,9.57935e-05,5.80684e-05,6.54514e-06,4.63543e-05,3.62554e-06,5.34056e-05,6.69172e-05,2.94021e-05,2.53295e-05,3.01005e-05,4.77628e-05,9.75147e-05,2.42832e-05,0.000104371,3.51727e-05,1.87358e-05,6.32607e-05,1.75612e-05,4.25671e-05,4.06639e-05,2.57371e-05,5.39665e-05,1.80732e-05,1.84738e-05,8.55037e-05,2.60241e-05,5.24047e-05,0.000115,5.3153e-06,4.75051e-05,6.94785e-05,4.0117e-05,3.81305e-05,2.95435e-05,3.4178e-05,6.32806e-05,8.39978e-05,6.97862e-05,8.47611e-05,3.14253e-05,4.83755e-05,0.000108954,3.49942e-05,0.000106833,5.61471e-06,2.51432e-05,4.58654e-05,3.32117e-05,3.94131e-05,0.000181414,2.33919e-05,4.73764e-07,7.19228e-05,3.6239e-05,1.59838e-05,3.91514e-05,1.38953e-05,1.17404e-05,2.02068e-06,2.75325e-05,6.59343e-05,3.57476e-07,7.69459e-05,8.19216e-05,6.92913e-05,5.87612e-05,7.77235e-05,1.00295e-05,7.39338e-05,8.21909e-05,2.53251e-05,4.25849e-05,3.35839e-05,7.35905e-05
UniRef90_A0A174N272,6.37198e-05,6.38574e-05,1.5506e-05,4.21656e-05,2.12494e-05,0.000118577,6.30002e-05,0.000193077,6.69804e-05,4.89976e-05,3.49379e-05,2.19569e-05,4.13287e-06,6.1328e-05,4.04744e-05,9.19954e-05,9.38784e-05,5.37678e-05,9.68432e-06,1.78422e-05,6.16203e-05,8.29892e-06,1.72832e-05,3.58852e-05,5.1723e-05,6.99058e-06,1.01129e-05,4.66097e-05,3.00976e-06,0.000153597,3.76192e-05,0.000118407,5.931e-05,6.89863e-05,1.53279e-05,3.97411e-05,4.93709e-05,1.06155e-05,1.92728e-05,4.14557e-05,5.39556e-05,5.0451e-06,3.3989e-05,2.57743e-05,4.81486e-05,2.26413e-05,7.92668e-05,3.15109e-05,0.000125921,3.2531e-05,4.6806e-05,2.00769e-05,8.19717e-06,1.16276e-05,0.000398474,0.000140046,1.58328e-05,1.54842e-05,2.47339e-05,0.000180537,0.000167232,1.80974e-05,1.54967e-05,2.44832e-05,0.000119985,2.34538e-05,1.16646e-05,1.24498e-05,2.29157e-05,1.30449e-05,2.40527e-05,8.13751e-06,4.84346e-06,1.13336e-05,1.56433e-05,1.07136e-05,2.01708e-05,6.20594e-05,9.89024e-05,4.39772e-05,6.33818e-05,8.88642e-05,4.0829e-06,2.06604e-05,4.6458e-05,2.57077e-05,1.72039e-05,0.000107319,2.27368e-05,0.000112273,6.28162e-05,0.000106876,0.000189693,1.38582e-05,2.33993e-05,0.000134767,6.00903e-05,7.20618e-06,1.77024e-05,1.42291e-05,0.000134108,2.81601e-05,8.42077e-05,1.79387e-05,7.07805e-05,4.52898e-05,4.36025e-05,4.46461e-05,4.70439e-05,6.46586e-05,0.000103645,9.67381e-06,4.23116e-05,0.000104847,8.44979e-05,5.97923e-05,3.36005e-05,3.68018e-05,5.35514e-05,5.94425e-06,8.9882e-06,3.27047e-05,7.00333e-05,2.62412e-05,2.08407e-05,7.43591e-06,7.44245e-06,3.76892e-05,3.85119e-06,9.85299e-05,6.99675e-06,1.8406e-07,3.98367e-05,3.14016e-05,6.14816e-05,1.22008e-05,6.09054e-06,7.93997e-07,0,8.43114e-06,6.86376e-05,4.03702e-06,4.38007e-05,1.72841e-05,2.49943e-05,6.00422e-05,4.81142e-06,0.000127467,1.14595e-05,1.37163e-05,3.27461e-05,2.72674e-05,9.89771e-06,3.74087e-06
UniRef90_B0PDG6|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale,5.34043e-05,4.60787e-05,9.07998e-05,7.14013e-05,7.43691e-05,0,0.000138861,0,2.43736e-05,0,2.22836e-05,9.53467e-05,4.22558e-05,4.38294e-05,0,4.01653e-05,8.75883e-05,0,2.57464e-05,7.27696e-05,6.8654e-05,1.71226e-05,0,8.13276e-05,2.44478e-05,0,1.50653e-05,7.70574e-05,8.64972e-06,8.76496e-05,5.19973e-05,5.87156e-05,0.000117296,6.48732e-05,3.27354e-05,2.51864e-05,6.74332e-05,0,9.68019e-05,3.53418e-05,4.82192e-05,3.27168e-05,3.8395e-05,0,0.000102867,7.35423e-05,1.80903e-05,7.39472e-05,0,2.15985e-05,4.04538e-05,3.92632e-05,4.23495e-05,9.10037e-06,8.84974e-05,2.25086e-05,2.15472e-05,0,6.89142e-05,6.10465e-05,7.48049e-05,3.11007e-05,1.73957e-05,0,0.000131699,0,4.64828e-05,4.24282e-05,2.8738e-05,1.92747e-05,5.42684e-05,4.57259e-05,4.59922e-05,1.69944e-05,4.57106e-05,1.41112e-05,5.24191e-05,0.000132143,5.23429e-05,2.58386e-05,0.000107649,0.000156659,3.78912e-05,3.1173e-05,4.04757e-05,0,4.42106e-05,0,2.55126e-05,5.78971e-05,2.58646e-05,0,0.000126149,9.77017e-05,8.03054e-05,9.97132e-05,0,5.89074e-05,4.00096e-05,4.78777e-05,6.9268e-05,4.81825e-05,5.98741e-05,4.39073e-05,6.87744e-05,6.4733e-05,4.14032e-05,8.40709e-05,0.000121557,6.24238e-05,9.24084e-05,3.52179e-05,7.13762e-05,0.000166773,5.65993e-05,5.60672e-05,0,9.4167e-05,0,4.2997e-05,3.25408e-05,4.62562e-05,0,2.96297e-05,0,6.96958e-05,3.90331e-05,2.52531e-05,4.24735e-05,0.000100645,1.16194e-05,4.07028e-07,7.43529e-05,4.88172e-05,3.72379e-05,2.46637e-05,2.74728e-05,8.93481e-06,5.88332e-05,0,2.3148e-05,3.01374e-06,7.50052e-05,0.000144845,2.50198e-05,2.99377e-05,0,0,3.84029e-05,3.5852e-05,8.92946e-05,5.75846e-05,4.57034e-05,6.87864e-05
UniRef90_D4LFS2,6.53242e-05,6.18874e-05,2.86883e-05,3.67587e-05,2.01338e-05,0.000107215,5.5585e-05,0.00020449,5.96511e-05,4.57665e-05,3.13664e-05,2.2403e-05,2.72288e-06,7.16409e-05,3.81614e-05,8.25511e-05,9.24623e-05,5.06792e-05,1.00288e-05,1.5029e-05,6.22374e-05,8.21296e-06,1.53255e-05,3.08892e-05,5.07761e-05,2.16344e-06,1.06755e-05,4.80872e-05,2.85482e-06,0.000142151,3.35899e-05,0.000134465,5.19925e-05,7.79055e-05,1.38585e-05,3.73884e-05,5.66161e-05,1.02187e-05,2.02156e-05,3.2104e-05,5.08225e-05,7.81401e-06,3.18568e-05,2.92516e-05,6.46584e-05,2.63076e-05,9.22819e-05,3.38944e-05,0.000121206,2.91059e-05,6.06194e-05,1.74891e-05,4.65283e-06,1.22223e-05,0.000441628,0.00013873,1.46982e-05,1.51266e-05,2.01814e-05,0.000209013,0.000154769,1.92513e-05,1.34437e-05,2.38442e-05,0.000118136,2.41337e-05,8.8732e-06,1.35569e-05,3.19732e-05,1.10614e-05,2.34351e-05,7.7978e-06,4.43358e-06,1.04276e-05,1.65704e-05,9.22733e-06,1.81359e-05,6.09248e-05,9.97392e-05,5.37182e-05,5.78953e-05,7.12566e-05,4.15461e-06,1.91578e-05,5.18791e-05,2.19051e-05,1.65144e-05,9.78682e-05,1.98997e-05,9.41134e-05,5.77686e-05,9.89623e-05,0.000176078,1.44108e-05,2.49593e-05,0.000132045,5.34677e-05,7.37735e-06,1.44399e-05,1.40199e-05,0.000169779,2.28181e-05,7.19575e-05,1.6791e-05,6.26179e-05,4.74087e-05,3.93505e-05,3.63476e-05,5.45335e-05,7.01071e-05,9.9027e-05,1.20265e-05,4.8708e-05,0.000106767,7.32398e-05,6.29132e-05,3.10929e-05,3.66607e-05,4.73647e-05,6.31152e-06,1.0235e-05,2.63919e-05,6.79185e-05,2.72419e-05,2.58367e-05,6.07311e-06,8.41382e-06,3.79574e-05,3.86601e-06,0.000108505,6.17503e-06,0,3.62898e-05,3.1318e-05,6.07106e-05,1.27285e-05,6.3081e-06,7.25252e-07,0,1.46702e-05,6.59856e-05,3.33871e-06,4.22914e-05,1.42845e-05,3.19111e-05,5.87239e-05,4.45895e-06,0.00013089,1.53147e-05,1.43369e-05,3.24152e-05,3.49098e-05,1.33363e-05,4.36852e-06
UniRef90_A5KRH1|g__Blautia.s__Ruminococcus_torques,9.87543e-05,6.42773e-05,6.69162e-05,9.02554e-05,9.58409e-05,0,0.000102019,0.000166507,5.83092e-05,6.58548e-05,7.32243e-05,4.88659e-05,8.8506e-06,0.000122198,4.14138e-05,0.000129781,0.000106157,6.52297e-05,2.41121e-05,4.09515e-05,6.33562e-05,3.41699e-05,3.90216e-05,5.01956e-05,5.74824e-05,0,1.90909e-05,5.00172e-05,6.50112e-06,7.89433e-05,8.58445e-05,0,9.03759e-05,3.8937e-05,4.12307e-05,8.31104e-05,6.64621e-05,0,1.76373e-05,4.34483e-05,5.88326e-05,5.16368e-05,7.55001e-05,0,9.57096e-05,6.36426e-05,3.45376e-05,7.973e-05,6.06504e-05,5.52562e-05,0,2.33604e-05,3.36151e-05,4.36098e-05,0,4.19125e-05,6.64542e-05,4.47896e-05,4.56967e-05,8.08138e-05,6.46693e-05,3.421e-05,2.18668e-05,5.71464e-05,5.74079e-05,0,3.94084e-05,1.91415e-05,5.96674e-05,1.64715e-05,2.26254e-05,5.07136e-05,2.92369e-05,2.02514e-05,1.71733e-05,1.12584e-05,2.33555e-05,6.8978e-05,8.98538e-05,9.12653e-05,3.7432e-05,0.000132938,1.56946e-05,4.12599e-05,0,4.41652e-05,0,4.52829e-05,3.01628e-05,4.90591e-05,6.74966e-05,0,0.000146108,0,5.68436e-05,4.30995e-05,0,3.71042e-05,6.92654e-05,0,0,7.00278e-05,8.34945e-05,2.74165e-05,3.77028e-05,6.09628e-05,6.62822e-05,3.06379e-05,6.40742e-05,5.49529e-05,5.92418e-05,0,4.17707e-05,5.33163e-05,9.18951e-05,8.13714e-05,4.43708e-05,2.28305e-05,6.88858e-05,2.29064e-05,4.93802e-05,4.70994e-05,0,3.77411e-05,9.17191e-05,6.87594e-06,4.11947e-05,5.28495e-05,2.24951e-05,0.000101153,3.41607e-05,0,8.09783e-05,3.63442e-05,0,1.72636e-05,2.51935e-05,0,0,6.25019e-05,3.42147e-05,5.74451e-06,6.22788e-05,2.67646e-05,2.92403e-05,0.000172993,0,6.26096e-05,4.28329e-05,2.5252e-05,6.20332e-05,0,4.75687e-05,2.92297e-05
UniRef90_J7TNS4|g__Streptococcus.s__Streptococcus_salivarius,0.000190486,0.000142729,5.26532e-05,2.72312e-05,3.77444e-05,0.000152444,9.5458e-05,6.05622e-05,1.52098e-05,5.17019e-05,4.11483e-05,4.36173e-05,0,0.000179748,3.04684e-05,3.49204e-05,4.5995e-05,4.89284e-05,2.8385e-05,2.5839e-05,1.93316e-05,2.13832e-05,5.54815e-05,7.63347e-05,7.0639e-05,0,0,2.55487e-05,2.88813e-05,0.000208435,0.00012935,2.63839e-05,7.69818e-05,2.59535e-05,3.29729e-05,2.21759e-05,3.27677e-05,0,2.10456e-05,4.64132e-05,8.06253e-05,0.000108044,1.71175e-05,3.37775e-05,3.08158e-05,3.38971e-05,0.000138271,8.85288e-05,0.000202623,0.000101497,2.33909e-05,0,8.55779e-05,5.72148e-05,3.84968e-05,3.75477e-05,8.71063e-05,1.89107e-05,7.54971e-05,5.63782e-05,2.50903e-05,4.11179e-05,5.09098e-05,4.00575e-05,2.88331e-05,1.35684e-05,3.38961e-05,1.76071e-05,0,3.0117e-05,3.24181e-05,2.50791e-05,0,5.89107e-05,5.21476e-05,8.64467e-06,1.19596e-05,3.02555e-05,2.71243e-05,8.10643e-05,2.25734e-05,2.60031e-05,0,0.000159856,5.64471e-05,6.22174e-05,0,5.94548e-05,1.64839e-05,5.61249e-05,5.6452e-05,0.000109069,0.000145863,3.83013e-05,2.93749e-05,6.8838e-05,4.28627e-05,4.01403e-05,4.94619e-05,0,5.75207e-05,6.34187e-05,3.97964e-05,7.75386e-05,5.14999e-05,5.78857e-05,5.67786e-05,1.47326e-05,5.81592e-05,2.28327e-05,8.32569e-05,3.87922e-05,1.89664e-05,2.44651e-05,4.21581e-05,7.07975e-05,3.3359e-05,0.000174716,2.22143e-05,0,2.6417e-05,3.79141e-05,7.27403e-05,3.20777e-05,0,3.22659e-05,5.88689e-05,4.07742e-05,3.09843e-05,0.000102724,3.20568e-05,1.11017e-05,2.99942e-05,0.00014305,1.2783e-05,9.55516e-06,1.82134e-05,0,0,7.57973e-06,1.22796e-05,1.24058e-05,5.91329e-05,0,0,2.44886e-05,5.54737e-06,2.33247e-05,0,1.21755e-05,4.98728e-05,4.85585e-05,2.68666e-05,1.7026e-05
