,SID31004,SID31009,SID31021,SID31030,SID31071,SID31112,SID31129,SID31137,SID31159,SID31160,SID31188,SID31219,SID31223,SID31233,SID31236,SID31237,SID31256,SID31267,SID31275,SID31276,SID31282,SID31285,SID31300,SID31328,SID31333,SID31337,SID31343,SID31360,SID31367,SID31379,SID31398,SID31416,SID31424,SID31428,SID31431,SID31446,SID31449,SID31450,SID31452,SID31455,SID31477,SID31489,SID31493,SID31501,SID31512,SID31519,SID31537,SID31549,SID31557,SID31582,SID31637,SID31685,SID31700,SID31705,SID31711,SID31714,SID31723,SID31749,SID31750,SID31766,SID31865,SID31866,SID31868,SID31870,SID31871,SID31872,SID31873,SID31874,SID31875,SID31876,SID31877,SID31878,SID31879,SID31880,SID31881,SID31883,SID31884,SID530002,SID530018,SID530026,SID530028,SID530039,SID530041,SID530050,SID530052,SID530054,SID530055,SID530074,SID530075,SID530119,SID530142,SID530154,SID530163,SID530167,SID530168,SID530172,SID530177,SID530185,SID530215,SID530227,SID530251,SID530258,SID530262,SID530295,SID530297,SID530315,SID530323,SID530331,SID530348,SID530364,SID530368,SID530373,SID530394,SID530398,SID530403,SID530444,SID530450,SID530451,SID530558,SID530600,SID530623,SID530697,SID530705,SID530743,SID530756,SID530840,SID530867,SID530890,SID531128,SID531155,SID531248,SID531274,SID531277,SID531281,SID531333,SID531352,SID531361,SID531382,SID531403,SID531414,SID531416,SID531424,SID531469,SID531663,SID531766,SID531775,SID532305,SID532749,SID532779,SID532796,SID532802,SID532826,SID532832,SID532915
UniRef90_A0A3E4GL34|g__Coprococcus.s__Coprococcus_comes,0.000103719,9.88218e-05,0.000131706,8.89903e-05,6.91594e-05,0,5.91615e-05,0,0,0.000233438,0.000123088,0.000129192,0,0.000502222,0,0.000183671,0.0001655,0.000109772,6.95449e-05,7.33293e-05,0.000142586,5.67639e-05,9.15733e-05,8.95133e-05,0.000187378,0,6.33204e-05,0.000127573,6.15579e-06,0.000190659,6.65236e-05,0.000180497,0.000211908,0.00021105,0.000100901,2.73985e-05,0.000155747,0,4.15192e-05,0.000129988,0.000119533,0.000115375,8.0323e-05,0,0.000114528,5.38842e-05,0.000141445,0.000129372,0,0.000110627,0.000161496,5.25566e-05,6.61566e-05,9.13041e-05,0,7.89724e-05,0.000271567,0.000163877,0.000121261,0.000114787,0,3.55658e-05,2.64032e-05,0,0.000185163,4.03928e-05,5.14137e-05,5.31073e-05,0.000105342,3.30307e-05,8.45786e-05,0.000144636,2.44816e-05,7.49405e-05,2.88014e-05,5.12759e-05,6.74601e-05,0.00022254,0.000312107,0.000183161,6.43165e-05,0.000210164,3.59268e-05,6.51633e-05,0.000151356,7.82435e-05,0.000117985,0.000159262,4.86318e-05,7.10715e-05,0.000129398,0,0,2.56242e-05,0.00022549,0.000141713,0.000231114,8.43282e-05,5.25302e-05,0.000592733,0,0.00011788,0.000218493,6.72959e-05,0.000216665,0.00016424,0.000137601,7.29667e-05,0.000252872,0.000193517,0.000236502,0,0.000127395,0.000136405,0.000192913,6.12781e-05,0.000146697,5.31156e-05,0.000184005,4.83803e-05,5.31242e-05,0,0.000105786,4.46594e-05,0,1.45866e-05,9.0652e-05,0.000110472,7.57673e-05,0,6.02466e-05,1.51199e-06,9.70153e-05,0,0,5.17462e-05,1.73105e-05,1.1343e-05,0,8.54212e-05,0.000195805,1.30232e-05,8.13071e-05,7.55661e-05,5.14657e-05,9.72072e-05,0,6.26443e-05,5.91666e-05,7.75982e-05,7.29242e-05,0,0.000134949,3.5792e-05
UniRef90_D4LY41,0.000105868,9.75526e-05,0.000131986,8.68268e-05,0.000139068,6.94561e-05,0.000127507,0.0001143,7.22801e-05,9.76511e-05,0.000154298,7.53081e-05,2.39016e-05,0.000161367,0.000148356,0.000205976,0.000137507,0.000129785,5.15423e-05,0.000166568,7.76082e-05,8.68409e-05,9.97085e-05,8.53647e-05,0.00011847,0.000141868,2.67926e-05,9.94989e-05,8.68439e-06,0.000234708,0.000144117,0.000163108,0.000131332,0.000208088,7.84143e-05,3.26353e-05,0.000201529,5.11436e-06,7.72967e-05,0.000103053,0.000134018,0.000112155,7.54529e-05,0.000120949,0.000146157,7.82395e-05,0.000115938,0.000172764,7.39002e-05,0.000101743,7.06086e-05,0.000119612,8.85889e-05,8.11359e-06,0.000245921,9.39776e-05,7.6812e-05,0.000109005,9.56181e-05,0.000207171,0.0001619,3.54237e-05,5.77568e-05,5.89566e-05,0.000185761,7.26629e-05,6.47241e-05,6.87864e-05,0.000132582,5.29429e-05,5.45978e-05,6.9243e-05,5.25237e-05,4.99403e-05,4.89705e-05,4.63167e-05,5.10371e-05,0.000143428,0.000145026,8.63055e-05,0.000104742,0.000174243,3.41409e-05,9.74243e-05,0.000126413,6.05733e-05,0.000111241,4.45626e-05,5.37933e-05,8.37328e-05,0.000140902,0.000161173,7.1342e-05,8.51571e-05,0.000110651,0.000204563,0.000135064,6.48156e-05,0.000104646,8.67825e-05,0.00010531,0.000127497,0.000160653,6.04196e-05,0.000106941,7.42251e-05,0.000110255,9.24067e-05,5.65399e-05,6.22037e-05,8.98335e-05,9.48782e-05,7.97229e-05,0.000121278,0.000218527,0.000143517,8.75918e-05,5.43978e-05,6.65494e-05,4.12141e-05,4.90474e-05,8.59852e-05,7.16727e-05,5.01627e-05,2.13465e-05,1.99984e-05,8.78076e-05,0.000130382,4.09785e-05,0.000134443,5.5247e-05,8.68813e-07,7.36211e-05,8.7027e-05,0.00014598,6.64322e-05,5.28776e-05,1.47229e-05,3.77858e-07,9.54067e-05,9.74859e-05,2.06024e-06,8.70351e-05,7.91714e-05,5.0237e-05,0.000109696,6.68003e-05,9.3969e-05,8.82047e-05,9.04705e-05,0.000158073,0.0001302,0.000103411,6.58299e-05
UniRef90_C0B5M8,0.000139487,5.55382e-05,7.95498e-05,5.45926e-05,0.00013127,0.000102854,0.000193348,0.000257177,6.09484e-05,0.000108084,3.81264e-05,5.79409e-05,5.7927e-06,0.000166746,2.07172e-05,0.000271533,0.000342161,0.000105113,1.59531e-05,7.42342e-05,0.000111537,2.34664e-05,2.01913e-05,3.52381e-05,4.94545e-05,0.00026828,2.285e-05,8.61712e-05,4.06355e-05,0.00014203,0.000227772,0.000602473,0.000236062,0.000168887,4.15944e-05,0.000166683,0.000185804,2.29521e-05,4.20328e-05,5.13183e-05,0.00012707,7.26206e-05,0.000114005,0.00014704,0.00020791,5.20691e-05,5.6059e-05,0.000143819,0.000140355,8.59924e-05,0.000104332,2.02844e-05,3.69583e-05,2.03058e-05,0.000259044,0.000129834,5.69632e-05,7.23294e-05,6.47592e-05,0.0001339,0.000240186,2.94824e-05,4.66401e-05,3.43208e-05,0.000238227,0.000129169,2.51173e-05,1.28048e-05,6.12514e-05,2.7358e-05,2.83456e-05,5.81346e-05,1.85874e-05,3.09455e-05,3.21834e-05,5.64966e-05,3.40603e-05,0.000241469,0.000158885,0.000139236,0.00015447,0.000396416,1.1657e-05,4.57933e-05,0.000343969,3.06616e-05,4.54995e-05,0.000139955,4.79057e-05,0.000137634,0.000114787,0.000229613,0.00011837,2.21642e-05,0.000101118,0.000386559,0.000102375,3.24452e-05,3.32157e-05,5.83255e-05,0.000136385,0.000149629,0.000149304,1.34829e-05,7.15601e-05,9.39392e-05,9.83437e-05,5.26562e-05,0.00011153,0.000171049,0.000138404,1.27134e-05,3.75319e-05,8.34688e-05,0.000298793,0.000176883,0.000224583,0.00010856,6.14749e-05,2.19158e-05,2.71655e-05,4.42778e-05,5.30864e-05,2.30411e-05,7.50353e-05,8.30795e-06,2.35214e-05,7.2137e-05,2.04697e-05,5.32404e-05,1.70179e-05,5.42705e-07,3.57299e-05,3.29559e-05,0.000123304,4.95341e-05,1.8923e-05,2.23426e-06,9.00561e-08,4.82302e-05,7.73047e-05,2.02383e-06,7.30162e-05,3.96137e-05,2.36263e-05,0.00013509,2.84186e-06,0.000127334,1.45584e-05,3.40245e-05,4.74402e-05,8.33491e-05,4.3917e-05,2.84841e-05
UniRef90_A5KNK6,5.56374e-05,5.44185e-05,0.000103081,0.000133304,0.000164142,1.1591e-06,6.0761e-05,0.00020424,0.000105471,1.26301e-05,7.97955e-05,5.76894e-05,6.97976e-05,0.000316441,5.12076e-05,0.000125719,0.000238699,0.000114596,0.000129792,2.5829e-05,0.000122113,3.29838e-05,5.7398e-05,4.7511e-05,1.11688e-05,2.5889e-05,1.10025e-05,3.75534e-05,3.52053e-05,4.25326e-05,0.00018018,6.35103e-07,0.000262083,0.000164168,2.3154e-05,3.92112e-05,0.000414939,8.42855e-07,7.57426e-05,3.13033e-05,0.000651997,6.25527e-05,0.000134308,3.23926e-05,4.40054e-05,9.12287e-05,0.000158421,2.88686e-05,0.000564669,2.67816e-05,2.93462e-06,5.04353e-05,3.08948e-06,7.2586e-06,0,0.000112763,7.8286e-06,6.87489e-05,6.79504e-05,0.000141604,0.000148072,4.23707e-05,5.3897e-05,0.000180389,9.44527e-05,6.74512e-07,8.08046e-05,6.94632e-06,7.13692e-05,2.34013e-05,4.47868e-05,6.90322e-05,8.48422e-05,3.90935e-05,4.9201e-05,1.52743e-05,6.26422e-05,6.25675e-05,0.000882921,2.22653e-05,0.0001663,0.000481127,1.97207e-05,0.000163677,0,8.53901e-05,5.61403e-07,2.31267e-05,1.33272e-05,1.41941e-05,0.000342455,4.28622e-07,0.000352682,2.6367e-07,0.000187356,0.000574489,7.14372e-06,1.32182e-05,9.04679e-06,4.17777e-06,2.19301e-06,0.000145069,0.000192967,2.51124e-05,1.90357e-05,2.6775e-05,5.9232e-05,6.24792e-05,0.00011651,0.000132042,0.000359292,0,8.11815e-05,5.60427e-05,0.00011817,6.37564e-05,6.92822e-05,8.36525e-05,0.000168038,2.91894e-05,4.49039e-05,0.00011162,6.09599e-06,1.54705e-05,0.000368097,8.74036e-06,1.47066e-05,7.10515e-05,3.30743e-05,0.000109144,3.11691e-05,0,4.17918e-05,0.000180871,2.09582e-07,3.66708e-05,9.58215e-05,5.88884e-07,0,4.97929e-05,0.000416498,1.48294e-06,0.000147599,1.97166e-05,6.70033e-05,0.000123391,0,9.06882e-05,1.25072e-05,5.89237e-05,2.68022e-05,5.0882e-06,4.18706e-05,3.37796e-05
UniRef90_A5KNK6|g__Blautia.s__Ruminococcus_torques,5.56374e-05,5.44185e-05,0.000103081,0.000133304,0.000164142,0,6.0761e-05,0.00020424,0.000105471,1.26301e-05,7.97955e-05,5.76894e-05,6.97976e-05,0.000316441,5.12076e-05,0.000125719,0.000238699,0.000114596,0.000129792,2.55597e-05,0.000122113,3.29838e-05,5.7398e-05,4.7511e-05,1.11688e-05,0,1.10025e-05,3.75534e-05,3.52053e-05,4.25326e-05,0.00018018,0,0.000262083,0.000164168,2.3154e-05,3.90487e-05,0.000414939,0,7.57426e-05,3.13033e-05,0.000651997,6.25527e-05,0.000134308,0,4.3755e-05,9.12287e-05,0.000158421,2.88686e-05,0.000564669,2.67816e-05,0,5.04353e-05,3.08948e-06,7.2586e-06,0,0.000112763,7.8286e-06,6.87489e-05,6.79504e-05,0.000141604,0.000148072,4.23707e-05,5.3897e-05,0.000180389,9.42701e-05,0,8.08046e-05,6.94632e-06,7.13692e-05,2.34013e-05,4.43338e-05,6.90322e-05,8.46635e-05,3.90935e-05,4.88085e-05,1.52743e-05,6.21225e-05,6.21582e-05,0.000882921,2.22653e-05,0.0001663,0.00048085,1.97207e-05,0.000163677,0,8.53901e-05,0,2.31267e-05,1.33272e-05,1.41941e-05,0.000341577,0,0.000352456,0,0.000187356,0.000574489,0,1.32182e-05,9.04679e-06,0,0,0.000145069,0.000192967,2.51124e-05,1.90357e-05,2.6775e-05,5.9232e-05,6.24792e-05,0.00011651,0.000132042,0.000358683,0,8.11815e-05,5.60427e-05,0.00011817,6.3487e-05,6.92822e-05,8.36525e-05,0.000168038,2.91894e-05,4.49039e-05,0.00011162,0,1.54705e-05,0.000368097,8.74036e-06,1.47066e-05,7.0838e-05,3.30743e-05,0.000109144,3.11691e-05,0,4.17918e-05,0.000180871,0,3.66708e-05,9.58215e-05,0,0,4.97929e-05,0.000415382,1.48294e-06,0.000147359,1.97166e-05,6.70033e-05,0.000123391,0,9.06882e-05,1.25072e-05,5.89237e-05,2.68022e-05,0,4.18706e-05,3.37796e-05
UniRef90_A0A175AB67,0.000265961,0.000103606,0.000187332,0.000120346,0.0002333,7.77307e-06,9.36682e-05,9.43302e-05,8.26438e-06,0.0002213,8.80937e-05,0.000216218,3.94708e-05,2.87821e-05,0.000228683,8.73027e-05,0.000116123,0.000151501,3.55965e-05,8.28477e-05,0.000221614,7.16106e-05,7.95337e-05,0.000110612,0.000248916,3.29036e-06,6.07416e-05,6.78002e-05,1.65773e-05,0.000163753,6.30649e-05,9.42038e-07,0.000221738,8.29651e-05,0.000123575,6.15908e-05,0.000146734,3.94547e-06,7.15791e-05,6.38038e-05,0.000106671,0.000193871,3.9761e-05,3.47883e-06,0.000220129,0.000209051,4.75198e-05,8.27815e-05,5.97768e-05,0.000130569,2.46074e-07,0.000127429,0.000177663,5.05207e-05,1.50831e-05,4.6239e-05,3.5822e-05,0.000190308,6.74512e-05,0.000304016,7.00765e-05,4.46423e-05,8.6786e-05,3.06294e-05,0.000160145,5.63009e-07,2.24857e-05,0.00010627,0.000225376,8.53054e-05,0.000153486,0.000115508,5.57001e-05,5.03701e-05,2.24552e-05,4.43975e-05,3.5361e-05,0.000107248,4.74393e-05,8.74793e-05,8.11151e-05,5.51249e-05,6.1069e-05,7.94067e-05,3.53465e-06,6.92698e-05,3.00797e-06,1.75929e-05,4.85077e-05,8.4507e-05,0.000187732,4.61123e-06,6.61518e-05,5.53004e-07,0.000245495,0.00013771,2.58905e-06,0.000132709,0.000158088,8.74555e-07,4.62226e-06,0.000177968,2.35029e-05,5.09209e-05,0.000132254,0.0001011,0.000198724,6.53299e-05,3.68358e-05,0.000137484,0.000175082,1.71288e-06,5.82096e-05,0.000210316,4.7404e-05,8.27192e-05,0.00010916,9.07629e-05,0.00013725,0.000141626,0.000179072,0.000136647,0,0.000107349,1.53418e-05,2.30622e-05,0.000135263,7.7172e-05,0.000115788,0.000111474,7.35448e-05,0,0.00019834,6.30904e-05,5.51483e-07,9.43465e-05,0.000129259,2.95259e-07,2.06539e-06,0.000175316,5.93477e-05,3.82131e-06,0.000112874,0.00015886,9.47498e-05,5.3596e-05,2.27758e-07,1.13607e-05,0.000199569,0.000157925,0.000186376,1.07695e-06,0.000134692,0.000104833
UniRef90_E2SRB6,0.000100938,5.9448e-05,0.00016882,7.76392e-05,9.4612e-05,4.58959e-05,0.000208925,0.000207707,4.10598e-05,8.18993e-05,7.62947e-05,0.000118182,9.57369e-05,5.53205e-05,0.000106323,6.8556e-05,0.000175603,0.000106179,5.38725e-05,0.000123472,0.000110388,6.2902e-05,0.000205057,0.0001572,9.28652e-05,0.000174202,1.38706e-05,0.000123367,6.15414e-06,6.11383e-05,0.000110542,0.000110487,0.000121241,7.83583e-05,7.08223e-05,6.92998e-05,0.000148619,2.66079e-05,0.00027627,5.94289e-05,5.76941e-05,0.000132968,5.01773e-05,0.00018851,0.000162924,0.000104445,5.87614e-05,0.000181705,5.88067e-05,8.69628e-05,7.78395e-05,7.25669e-05,5.12565e-05,6.81581e-06,0.000100003,3.40705e-05,5.07532e-05,8.80492e-05,6.79731e-05,3.73554e-05,7.07458e-05,5.45959e-05,3.7452e-05,2.95205e-06,0.000123835,2.43896e-05,4.90853e-05,9.44887e-05,0.000109134,3.69808e-05,6.60065e-05,0.000111777,7.48679e-05,4.15912e-05,6.4067e-05,6.16592e-05,8.8822e-05,0.000105341,7.3168e-05,3.64397e-05,0.000251166,0.000200798,7.89757e-05,7.23189e-05,5.20704e-05,8.72613e-05,0.000126123,7.30847e-05,2.79854e-05,0.000100137,0.000113082,8.89826e-05,7.99176e-05,0.000198129,0.000119281,0.000140539,7.74093e-05,8.68546e-05,9.27572e-05,6.69822e-05,0.000109798,8.95019e-05,0.000101049,7.4647e-05,0.000143853,5.2223e-05,5.90281e-05,0.000185118,0.000105335,0.000126309,0.000154734,7.06914e-05,9.21156e-05,0.000220398,8.77935e-05,7.59791e-05,4.35289e-05,0.000214561,0.000112744,6.50463e-05,0.000113613,7.16304e-05,6.49199e-05,0.000142786,5.01766e-05,9.3132e-05,7.30449e-05,8.61202e-05,6.80704e-05,0.000170175,3.72903e-05,8.92218e-07,9.44256e-05,8.60078e-05,5.38307e-05,3.85887e-05,3.37632e-05,2.45201e-05,2.71922e-05,8.33769e-05,6.87211e-05,3.27364e-06,7.96381e-05,0.000332662,4.49704e-05,7.0885e-05,3.11371e-05,4.72829e-05,0.000148812,0.000115472,0.000119085,8.92313e-05,9.59242e-05,0.0001063
UniRef90_A0A175AB67|g__Blautia.s__Ruminococcus_torques,0.000263517,0.000103606,0.00018604,0.000119668,0.000230295,0,8.49843e-05,9.31136e-05,7.68518e-06,0.000218568,8.77039e-05,0.000214722,3.88678e-05,2.87821e-05,0.000227555,8.3658e-05,0.000111146,0.000150308,3.51642e-05,8.17761e-05,0.000220427,7.07232e-05,7.87504e-05,0.000110612,0.000245895,0,6.04885e-05,6.78002e-05,1.59777e-05,0.000162263,6.1448e-05,0,0.000218187,8.29651e-05,0.000123192,6.08669e-05,0.000144472,0,7.15791e-05,6.32755e-05,0.000102396,0.000191623,3.89537e-05,0,0.000218801,0.00020865,4.56573e-05,8.21342e-05,5.32974e-05,0.000128836,0,0.000126569,0.000174737,5.05207e-05,0,4.39189e-05,3.487e-05,0.000189272,6.66918e-05,0.000302798,6.95749e-05,4.42275e-05,8.62669e-05,2.71298e-05,0.000157191,0,2.07892e-05,0.000105704,0.000224359,8.48233e-05,0.000152728,0.000115508,5.54516e-05,4.99211e-05,2.24552e-05,4.43975e-05,3.49021e-05,0.000105475,4.13259e-05,8.20636e-05,7.98637e-05,5.21049e-05,5.88215e-05,7.83447e-05,0,6.8321e-05,0,1.70703e-05,4.73472e-05,8.29955e-05,0.000187074,0,6.18952e-05,0,0.000243122,0.00013771,0,0.000132479,0.000157389,0,0,0.000175319,2.21698e-05,4.98265e-05,0.000131049,0.0001011,0.000194824,6.47423e-05,3.08636e-05,0.000136957,0.000172296,0,5.78586e-05,0.000208376,4.68658e-05,8.13988e-05,0.000107787,9.03713e-05,0.00013725,0.000138513,0.000177943,0.000135694,0,0.000104834,1.53418e-05,2.30622e-05,0.000133461,7.6642e-05,0.000114982,0.000111165,7.35448e-05,0,0.00019834,6.15191e-05,0,9.3799e-05,0.000128669,0,0,0.000174826,5.86866e-05,3.82131e-06,0.00011225,0.000158413,9.40657e-05,5.21408e-05,0,3.83977e-06,0.000198545,0.000157745,0.000185662,0,0.000134234,0.000104546
UniRef90_B0P4F9,0.000102574,7.23808e-05,9.87994e-05,5.33625e-05,9.1863e-05,0.00020725,0.000151758,0.000154166,0.000140978,0.00010104,4.87086e-05,8.80533e-05,1.92213e-05,0.000134935,9.58512e-05,9.02532e-05,0.00010786,7.00325e-05,2.8647e-05,5.56961e-05,0.000125435,3.92898e-05,5.67622e-05,5.58985e-05,8.97203e-05,0.000143982,4.8746e-05,0.000110141,2.05077e-05,0.00015152,0.000110156,0.00016826,0.0001025,0.000146995,4.63177e-05,4.33487e-05,0.000151063,6.9868e-05,2.32202e-05,2.82199e-05,8.02598e-05,5.47978e-05,7.29109e-05,0.000328221,9.00814e-05,3.79911e-05,9.18449e-05,0.000130694,0.000186184,8.49124e-05,0.000115312,2.79376e-05,4.02978e-05,3.13117e-05,0.000459141,0.000105119,0.000247243,8.02334e-05,5.543e-05,0.000166086,0.000144672,4.06144e-05,2.32556e-05,0.000221335,0.000109213,6.71743e-05,3.31456e-05,3.17413e-05,6.3867e-05,2.30468e-05,5.35095e-05,4.38443e-05,1.92781e-05,3.37053e-05,2.51863e-05,3.60507e-05,7.63279e-05,0.000146777,0.000135499,8.54211e-05,6.37703e-05,0.000162716,2.16747e-05,3.79278e-05,0.000169106,6.83076e-05,6.42775e-05,0.000165686,4.13972e-05,0.000104369,8.30566e-05,0.00026292,0.000116702,2.78228e-05,0.00012577,0.000248293,0.000146294,4.84457e-05,4.79414e-05,0.000330334,0.000340359,8.11255e-05,0.000132522,4.50854e-05,0.000116386,0.00010884,9.80023e-05,3.91205e-05,0.00021702,9.98252e-05,0.000195005,5.41189e-05,5.78664e-05,0.000113122,0.000114098,0.000106619,0.000154897,4.97808e-05,0.000116971,2.14076e-05,3.32918e-05,8.01664e-05,7.12513e-05,2.93806e-05,7.04205e-05,8.27707e-06,4.60185e-05,5.43499e-05,4.01415e-05,9.10393e-05,1.90141e-05,7.5473e-07,7.38715e-05,5.85145e-05,0.000146922,2.34452e-05,1.99919e-05,1.1141e-05,0.00010609,8.11023e-05,8.53229e-05,1.07196e-05,9.08649e-05,3.67307e-05,3.84118e-05,8.7514e-05,3.00556e-05,9.54415e-05,2.63512e-05,4.48309e-05,3.50286e-05,0.000140472,5.59628e-05,1.92478e-05
UniRef90_B0P4F9|unclassified,0.000102574,7.23808e-05,9.87994e-05,5.33625e-05,9.1863e-05,0.00020725,0.000151758,0.000154166,0.000140978,0.00010104,4.87086e-05,8.80533e-05,1.92213e-05,0.000134935,9.58512e-05,9.02532e-05,0.00010786,7.00325e-05,2.8647e-05,5.56961e-05,0.000125435,3.92898e-05,5.67622e-05,5.58985e-05,8.97203e-05,0.000143982,4.8746e-05,0.000110141,2.05077e-05,0.00015152,0.000110156,0.00016826,0.0001025,0.000146995,4.63177e-05,4.33487e-05,0.000151063,6.9868e-05,2.32202e-05,2.82199e-05,8.02598e-05,5.47978e-05,7.29109e-05,0.000328221,9.00814e-05,3.79911e-05,9.18449e-05,0.000130694,0.000186184,8.49124e-05,0.000115312,2.79376e-05,4.02978e-05,3.13117e-05,0.000459141,0.000105119,0.000247243,8.02334e-05,5.543e-05,0.000166086,0.000144672,4.06144e-05,2.32556e-05,0.000221335,0.000109213,6.71743e-05,3.31456e-05,3.17413e-05,6.3867e-05,2.30468e-05,5.35095e-05,4.38443e-05,1.92781e-05,3.37053e-05,2.51863e-05,3.60507e-05,7.63279e-05,0.000146777,0.000135499,8.54211e-05,6.37703e-05,0.000162716,2.16747e-05,3.79278e-05,0.000169106,6.83076e-05,6.42775e-05,0.000165686,4.13972e-05,0.000104369,8.30566e-05,0.00026292,0.000116702,2.78228e-05,0.00012577,0.000248293,0.000146294,4.84457e-05,4.79414e-05,0.000330334,0.000340359,8.11255e-05,0.000132522,4.50854e-05,0.000116386,0.00010884,9.80023e-05,3.91205e-05,0.00021702,9.98252e-05,0.000195005,5.41189e-05,5.78664e-05,0.000113122,0.000114098,0.000106619,0.000154897,4.97808e-05,0.000116971,2.14076e-05,3.32918e-05,8.01664e-05,7.12513e-05,2.93806e-05,7.04205e-05,8.27707e-06,4.60185e-05,5.43499e-05,4.01415e-05,9.10393e-05,1.90141e-05,7.5473e-07,7.38715e-05,5.85145e-05,0.000146922,2.34452e-05,1.99919e-05,1.1141e-05,0.00010609,8.11023e-05,8.53229e-05,1.07196e-05,9.08649e-05,3.67307e-05,3.84118e-05,8.7514e-05,3.00556e-05,9.54415e-05,2.63512e-05,4.48309e-05,3.50286e-05,0.000140472,5.59628e-05,1.92478e-05
UniRef90_A0A174I2V0,0.00012681,5.02895e-05,4.88003e-05,0.000117538,1.31367e-06,3.97648e-05,1.15433e-06,1.85286e-07,0,2.19321e-05,7.21151e-05,1.13285e-05,0.000108967,6.89097e-07,5.97367e-05,8.72094e-06,2.99309e-06,3.15127e-05,0.000112018,3.10088e-05,5.37145e-06,5.21687e-06,8.9331e-05,4.07285e-05,4.69036e-05,6.92592e-07,2.33059e-06,0.000118043,5.13828e-05,4.89566e-05,2.36998e-05,2.27834e-06,8.15116e-07,6.0432e-06,8.78705e-05,0.000399006,3.85613e-05,0.000872304,3.77123e-05,6.72319e-05,2.01148e-05,2.93509e-05,3.51309e-05,3.47555e-05,7.00477e-06,4.85739e-05,2.8351e-05,2.83504e-05,2.41602e-07,2.73863e-07,2.48166e-07,2.77849e-05,1.21422e-06,0,1.77864e-07,0,3.7281e-05,2.7014e-05,4.27141e-05,9.06548e-06,1.64692e-05,9.83039e-05,0.000165977,1.63025e-05,2.86257e-05,0.000106631,0.000110209,0.000395605,7.97335e-05,0.000320727,0.000451921,0.000163005,1.527e-05,0.000317784,5.76259e-05,0.000470882,0.00012832,2.91975e-07,1.20452e-06,5.80551e-05,0.000192747,2.21658e-07,3.84921e-05,0.000190646,0,0.000108448,5.64503e-05,8.4444e-07,5.61932e-05,5.04828e-05,2.23503e-05,0,1.90386e-05,4.13846e-05,2.69165e-06,0,9.5836e-06,0.000133829,1.41382e-05,5.07749e-06,0,2.90006e-05,2.01881e-06,3.64539e-06,3.49039e-05,4.19507e-07,9.60332e-07,9.15182e-05,2.11911e-07,7.07556e-05,1.43252e-05,0.000132143,0.000222309,1.90345e-06,0,1.20045e-05,3.12115e-05,0.000115273,8.6302e-05,0.000142886,0.000194888,7.53033e-05,3.10163e-05,0.000156245,3.2166e-05,6.89958e-05,0.000210513,0.00013161,0.000196313,1.92448e-05,0.000310062,5.37421e-05,0.000273229,6.2865e-05,1.08894e-06,0.000181356,0.000366982,0.00075954,0.000263585,1.43604e-05,0.000136145,0.000805612,1.30209e-05,0.000188861,2.6384e-05,4.19839e-05,0.000583892,4.53577e-06,0.000208438,0.000121661,0.000106513,3.09854e-05,0.000207707,1.35494e-06
UniRef90_A7B6K6,1.67426e-05,1.63323e-05,1.25612e-05,0.000135442,1.49251e-05,0.000190487,0.000128713,0.000444163,0.00020116,1.1145e-05,1.00955e-05,7.78585e-06,3.67543e-06,5.94891e-05,7.86288e-06,0.000138861,0.00016775,7.87598e-06,2.78551e-06,5.0663e-06,0.00014116,3.65461e-06,8.40011e-05,4.62538e-06,7.07722e-06,0.000210025,2.79447e-06,0.000120498,1.46026e-05,0.000142779,0.000327279,0.00022026,1.21316e-05,0.000219244,8.67332e-05,5.49593e-05,0.00020519,0.000154231,4.4755e-05,7.06423e-05,9.20767e-05,7.11619e-05,5.184e-05,0.000374392,9.59373e-06,1.72794e-05,0.000108934,8.22089e-06,7.74916e-05,7.33008e-05,0.000288078,5.11557e-06,6.72462e-05,5.93671e-05,0.000616084,9.61578e-05,0.0005081,8.87844e-05,9.16537e-05,1.07124e-05,0.000132196,4.39837e-05,3.99686e-05,0.000257123,0.000112109,6.38396e-05,4.81965e-05,5.51119e-05,7.64678e-06,2.12455e-06,5.26868e-05,4.6315e-06,1.91356e-06,4.82703e-05,1.3027e-06,4.26943e-05,2.86796e-06,1.60629e-05,0.00015946,6.34773e-06,7.41969e-05,1.38415e-05,3.27237e-05,7.9023e-05,0.000220765,3.86909e-06,0.000104082,9.31371e-05,4.98123e-05,8.50936e-05,5.91372e-06,0.000182922,0.000366333,5.58529e-05,0.000164442,0.000105288,0.000135542,4.8766e-06,8.31386e-06,0.000469463,0.000242791,9.53578e-06,0.000110671,2.79217e-06,9.10067e-05,1.17483e-05,3.71768e-06,5.64973e-06,0.000208034,9.46783e-05,0.000108935,9.92675e-05,3.32753e-06,0.000119395,1.23026e-05,9.06044e-06,0.00010975,3.74001e-06,0.000232176,2.95156e-06,3.92243e-06,8.69774e-06,0.000337546,3.50901e-06,0.000120064,1.29191e-06,6.00107e-06,0.000109107,3.66459e-06,0.000131269,5.53457e-05,1.29673e-06,6.61197e-06,9.5914e-05,0.000158669,3.94767e-05,3.79061e-05,3.20942e-05,0.000288415,9.48919e-05,7.95017e-05,2.40596e-05,0.000110827,4.60922e-05,6.69992e-05,0.000277597,9.19652e-05,0.000169224,4.81314e-06,4.80272e-05,8.86622e-06,0.00015177,5.27987e-06,2.37881e-06
